Job ID,Job Title,Company,Industry,Company Size,Country,City,Remote Type,Employment Type,Experience Level,Minimum Experience (Years),Annual Salary,Currency,Skills Required,Number of Applicants,Job Posted Date,Education Requirement,Department,Company Rating,Hiring Status,Job Category
JOB-1285,Senior Data Engineer,Walmart,Retail,10001+,Netherlands,Amsterdam,Hybrid,Full-time,Senior Level,7,164000,EUR,"SQL, Airflow, dbt, AWS, Spark, Kafka",154,2023-09-18,Bachelor's,Engineering,3.4,Filled,Data
JOB-1286,Senior Data Analyst,Slack,Software,1001-5000,United States,Washington DC,Onsite,Full-time,Executive,15,143000,USD,"Statistics, SQL, Python, Power BI, R",526,2023-10-10,MBA,Analytics,4.4,Open,Data
JOB-1287,Senior Data Analyst,Salesforce,Software,10001+,United States,Denver,Onsite,Full-time,Mid Level,4,108000,USD,"Tableau, Python, Statistics, Power BI, R, SQL",10,2023-03-21,Bachelor's,Analytics,4.7,Open,Data
JOB-1288,Business Analyst,Tesla,Automotive,10001+,Netherlands,Amsterdam,Onsite,Contract,Mid Level,5,75000,EUR,"SQL, Requirements Gathering, Power BI, Tableau",454,2023-08-21,Master's,Analytics,3.2,On Hold,Business
JOB-1289,Data Architect,Meta,Technology,10001+,India,Bangalore,Onsite,Full-time,Mid Level,3,3735000,INR,"AWS, Data Modeling, Spark",11,2024-04-01,Master's,Engineering,3.6,Open,Data
JOB-1290,Backend Engineer,Workday,Software,5001-10000,Canada,Vancouver,Onsite,Full-time,Senior Level,8,125000,CAD,"Java, Node.js, Python, AWS",121,2023-05-14,PhD,Engineering,4.2,Open,Software
JOB-1291,Product Manager,Lockheed Martin,Aerospace,10001+,United States,Seattle,Hybrid,Full-time,Mid Level,5,149000,USD,"Analytics, SQL, Product Strategy",307,2024-02-28,Bachelor's,Product,4.0,Open,Business
JOB-1292,Data Architect,DoorDash,Food Delivery,1001-5000,United States,Boston,Remote,Full-time,Mid Level,3,178000,USD,"AWS, Data Modeling, Azure, Python",72,2023-03-29,Bachelor's,Engineering,3.9,On Hold,Data
JOB-1293,Data Analyst,Workday,Software,5001-10000,United States,San Francisco,Hybrid,Internship,Mid Level,3,81000,USD,"Statistics, SQL, Tableau, Python, Excel",135,2024-05-09,Bachelor's,Analytics,4.1,Closed,Data
JOB-1294,Product Manager,EY,Consulting,10001+,United States,Washington DC,Hybrid,Full-time,Mid Level,4,135000,USD,"Analytics, Product Strategy, SQL, Roadmapping, Agile",239,2024-02-02,Master's,Product,3.8,On Hold,Business
JOB-1295,Data Analyst,Salesforce,Software,10001+,India,Bangalore,Remote,Part-time,Mid Level,2,1743000,INR,"Statistics, Excel, Python, Power BI, SQL",83,2023-01-23,Master's,Analytics,4.4,Open,Data
JOB-1296,Operations Analyst,KPMG,Consulting,10001+,India,Hyderabad,Hybrid,Contract,Mid Level,4,1826000,INR,"SQL, Process Improvement, Power BI",425,2023-03-05,Bachelor's,Operations,3.7,On Hold,Business
JOB-1297,Analytics Engineer,Pfizer,Healthcare,10001+,Singapore,Singapore,Hybrid,Full-time,Entry Level,2,92000,SGD,"SQL, Python, Looker",450,2023-08-21,Bachelor's,Engineering,3.7,Open,Data
JOB-1298,Software Engineer,Tesla,Automotive,10001+,Japan,Tokyo,Hybrid,Full-time,Entry Level,2,12760000,JPY,"Git, Java, AWS, JavaScript, Python, SQL",170,2023-05-29,Bachelor's,Engineering,3.5,Open,Software
JOB-1299,Site Reliability Engineer,Pfizer,Healthcare,10001+,Netherlands,Amsterdam,Remote,Full-time,Mid Level,5,163000,EUR,"Kubernetes, Python, Monitoring, Linux, AWS",168,2023-10-08,Bachelor's,Engineering,4.1,Open,Software
JOB-1300,Senior Product Manager,Lyft,Transportation,1001-5000,Singapore,Singapore,Onsite,Full-time,Entry Level,0,136000,SGD,"Leadership, SQL, OKRs, Product Strategy, Agile",74,2024-04-25,Bachelor's,Product,3.8,On Hold,Business
JOB-1301,Data Engineer,Visa,Fintech,10001+,Netherlands,Amsterdam,Onsite,Full-time,Executive,16,143000,EUR,"Spark, AWS, Python, Airflow",288,2023-07-27,PhD,Engineering,4.6,On Hold,Data
JOB-1302,DevOps Engineer,Ford,Automotive,10001+,Germany,Berlin,Hybrid,Full-time,Senior Level,8,141000,EUR,"AWS, Docker, Python, Terraform, Kubernetes",10,2024-06-21,Bachelor's,Engineering,4.1,Open,Software
JOB-1303,Full Stack Engineer,Morgan Stanley,Finance,10001+,Australia,Melbourne,Hybrid,Contract,Entry Level,1,105000,AUD,"React, Node.js, SQL",217,2023-10-26,Bachelor's,Engineering,4.0,Closed,Software
JOB-1304,Senior Data Engineer,BlackRock,Finance,5001-10000,United States,Seattle,Hybrid,Full-time,Senior Level,5,186000,USD,"SQL, dbt, Python, Spark, Kafka, Airflow",10,2023-05-19,PhD,Engineering,4.0,Open,Data
JOB-1305,Marketing Analyst,CVS Health,Healthcare,10001+,India,Bangalore,Hybrid,Full-time,Senior Level,6,2407000,INR,"Python, SQL, Google Analytics",302,2024-04-05,Master's,Marketing,3.7,Closed,Business
JOB-1306,Site Reliability Engineer,EY,Consulting,10001+,United States,Chicago,Remote,Full-time,Director,10,189000,USD,"Kubernetes, Python, Monitoring, Linux",372,2024-04-01,Master's,Engineering,3.9,On Hold,Software
JOB-1307,Senior Product Manager,Google,Technology,10001+,Canada,Toronto,Hybrid,Full-time,Senior Level,8,169000,CAD,"Product Strategy, Agile, SQL, Leadership",105,2024-02-24,Master's,Product,4.5,Open,Business
JOB-1308,Business Analyst,Ford,Automotive,10001+,Germany,Munich,Hybrid,Full-time,Mid Level,3,92000,EUR,"Excel, SQL, Requirements Gathering, Tableau, Power BI",107,2023-11-02,Bachelor's,Analytics,3.5,Open,Business
JOB-1309,Financial Analyst,Airbnb,Hospitality,1001-5000,United States,New York,Onsite,Full-time,Entry Level,1,78000,USD,"Forecasting, Financial Modeling, Power BI, SQL",472,2024-03-13,Bachelor's,Finance,3.9,Open,Business
JOB-1310,Analytics Engineer,Spotify,Entertainment,1001-5000,Australia,Sydney,Hybrid,Full-time,Mid Level,2,107000,AUD,"Looker, Snowflake, Python, dbt",223,2023-03-31,Master's,Engineering,4.0,On Hold,Data
JOB-1311,Senior Product Manager,JPMorgan Chase,Finance,10001+,United Kingdom,Manchester,Onsite,Full-time,Senior Level,8,172000,GBP,"Leadership, OKRs, Product Strategy, SQL",337,2023-10-25,Bachelor's,Product,4.3,Open,Business
JOB-1312,ML Engineer,Shopify,E-Commerce,5001-10000,Germany,Munich,Onsite,Full-time,Mid Level,4,123000,EUR,"MLOps, Python, PyTorch, TensorFlow, Kubernetes, SQL",365,2023-11-28,Master's,Engineering,4.4,Open,Data
JOB-1313,Product Manager,Slack,Software,1001-5000,Singapore,Singapore,Onsite,Full-time,Mid Level,5,136000,SGD,"Product Strategy, SQL, Analytics, Roadmapping, Agile",145,2024-04-16,Master's,Product,4.1,Open,Business
JOB-1314,Senior Data Analyst,Shopify,E-Commerce,5001-10000,France,Paris,Onsite,Full-time,Director,13,97000,EUR,"Statistics, Tableau, SQL, Power BI, Python",420,2023-12-14,MBA,Analytics,4.6,Closed,Data
JOB-1315,Backend Engineer,Tesla,Automotive,10001+,Japan,Tokyo,Hybrid,Part-time,Mid Level,2,15070000,JPY,"Redis, Python, Node.js, SQL",512,2024-01-16,Master's,Engineering,3.7,Open,Software
JOB-1316,Senior Data Scientist,Stripe,Fintech,1001-5000,France,Paris,Hybrid,Full-time,Mid Level,3,127000,EUR,"Python, Machine Learning, Statistics, PyTorch, SQL",466,2024-06-20,Bachelor's,Data Science,4.4,Closed,Data
JOB-1317,Financial Analyst,Block,Fintech,1001-5000,India,Mumbai,Hybrid,Contract,Senior Level,5,1992000,INR,"Financial Modeling, Excel, Forecasting",458,2023-03-31,Master's,Finance,4.0,Open,Business
JOB-1318,Product Manager,Microsoft,Technology,10001+,United States,Washington DC,Remote,Full-time,Mid Level,4,173000,USD,"SQL, Agile, Product Strategy, Roadmapping",193,2023-06-11,Bachelor's,Product,4.4,Open,Business
JOB-1319,Site Reliability Engineer,Snowflake,Technology,1001-5000,Australia,Sydney,Remote,Full-time,Senior Level,6,137000,AUD,"Linux, AWS, Python, Kubernetes",130,2024-03-30,Bachelor's,Engineering,4.8,On Hold,Software
JOB-1320,Backend Engineer,Salesforce,Software,10001+,United States,Chicago,Remote,Part-time,Senior Level,8,162000,USD,"Python, SQL, Redis",144,2024-06-30,Master's,Engineering,4.7,Closed,Software
JOB-1321,Marketing Analyst,Netflix,Entertainment,1001-5000,United Kingdom,London,Hybrid,Full-time,Mid Level,3,60000,GBP,"SQL, Python, Google Analytics, Excel",341,2024-01-08,Master's,Marketing,4.3,Closed,Business
JOB-1322,DevOps Engineer,BlackRock,Finance,5001-10000,India,Hyderabad,Remote,Contract,Mid Level,3,3154000,INR,"Kubernetes, AWS, Python",136,2024-06-04,Master's,Engineering,4.4,Closed,Software
JOB-1323,Business Analyst,Pfizer,Healthcare,10001+,Canada,Vancouver,Remote,Full-time,Mid Level,3,85000,CAD,"Tableau, Requirements Gathering, Excel",395,2023-12-15,Master's,Analytics,3.8,Open,Business
JOB-1324,Software Engineer,UnitedHealth Group,Healthcare,10001+,Canada,Vancouver,Remote,Full-time,Senior Level,7,126000,CAD,"Java, Python, SQL, Git",290,2024-02-20,PhD,Engineering,3.6,Closed,Software
JOB-1325,DevOps Engineer,Deloitte,Consulting,10001+,Canada,Vancouver,Hybrid,Full-time,Director,8,153000,CAD,"Kubernetes, Docker, Terraform",162,2023-10-26,Master's,Engineering,3.7,Open,Software
JOB-1326,Product Manager,ServiceNow,Software,10001+,Canada,Vancouver,Onsite,Part-time,Entry Level,2,110000,CAD,"Agile, Roadmapping, Analytics, SQL, Product Strategy",337,2024-01-14,Master's,Product,4.4,Open,Business
JOB-1327,Senior Data Scientist,Accenture,Consulting,10001+,Germany,Munich,Hybrid,Full-time,Mid Level,5,141000,EUR,"Python, Machine Learning, SQL, Deep Learning, PyTorch",155,2023-06-27,Master's,Data Science,3.9,Open,Data
JOB-1328,Data Engineer,Goldman Sachs,Finance,10001+,Germany,Munich,Remote,Full-time,Entry Level,2,110000,EUR,"AWS, Spark, Airflow, Python, SQL",27,2023-05-20,Bachelor's,Engineering,3.5,Open,Data
JOB-1329,Senior Product Manager,Spotify,Entertainment,1001-5000,Canada,Toronto,Onsite,Full-time,Senior Level,8,175000,CAD,"OKRs, SQL, Agile, Leadership",330,2024-05-25,PhD,Product,4.6,Open,Business
JOB-1330,Product Manager,Johnson & Johnson,Healthcare,10001+,Australia,Sydney,Onsite,Internship,Mid Level,5,164000,AUD,"Product Strategy, Analytics, Agile, SQL",462,2024-06-23,Master's,Product,4.1,Closed,Business
JOB-1331,Data Scientist,Block,Fintech,1001-5000,Singapore,Singapore,Hybrid,Full-time,Senior Level,7,117000,SGD,"Machine Learning, TensorFlow, Python",402,2023-01-12,Master's,Data Science,4.0,Open,Data
JOB-1332,Senior Software Engineer,Goldman Sachs,Finance,10001+,Australia,Melbourne,Hybrid,Full-time,Senior Level,7,147000,AUD,"System Design, Java, Python, AWS, Kubernetes",159,2023-02-22,Bachelor's,Engineering,4.0,Closed,Software
JOB-1333,DevOps Engineer,Workday,Software,5001-10000,Japan,Tokyo,Onsite,Full-time,Senior Level,7,16610000,JPY,"Docker, Terraform, Kubernetes",192,2023-01-15,Master's,Engineering,4.5,On Hold,Software
JOB-1334,Full Stack Engineer,Walmart,Retail,10001+,France,Paris,Onsite,Full-time,Mid Level,2,111000,EUR,"React, Python, AWS, SQL, JavaScript",322,2023-06-07,Master's,Engineering,3.6,Open,Software
JOB-1335,Financial Analyst,Twilio,Software,1001-5000,United States,New York,Onsite,Full-time,Senior Level,5,97000,USD,"Financial Modeling, Forecasting, SQL, Power BI",83,2024-05-02,PhD,Finance,4.3,Open,Business
JOB-1336,Marketing Analyst,Target,Retail,10001+,United States,San Francisco,Remote,Full-time,Mid Level,5,87000,USD,"Python, Excel, SQL, Google Analytics",176,2023-02-12,Master's,Marketing,4.1,Open,Business
JOB-1337,Business Analyst,Ford,Automotive,10001+,United States,Atlanta,Hybrid,Full-time,Senior Level,8,102000,USD,"Tableau, Power BI, Excel, SQL",199,2023-07-19,Master's,Analytics,3.7,Filled,Business
JOB-1338,Data Analyst,Pfizer,Healthcare,10001+,United States,Austin,Remote,Full-time,Mid Level,5,86000,USD,"SQL, Statistics, Excel",232,2023-02-04,Bachelor's,Analytics,3.6,On Hold,Data
JOB-1339,Business Analyst,Tesla,Automotive,10001+,United States,Boston,Hybrid,Full-time,Mid Level,3,111000,USD,"SQL, Power BI, Tableau",211,2024-04-23,Master's,Analytics,3.4,Open,Business
JOB-1340,Frontend Engineer,DoorDash,Food Delivery,1001-5000,Netherlands,Amsterdam,Remote,Full-time,Entry Level,1,85000,EUR,"TypeScript, Git, JavaScript, CSS, React",598,2023-09-29,Bachelor's,Engineering,3.9,Filled,Software
JOB-1341,Backend Engineer,Ford,Automotive,10001+,Canada,Toronto,Remote,Full-time,Senior Level,6,140000,CAD,"AWS, SQL, Python, Redis",377,2023-09-23,Master's,Engineering,3.9,Open,Software
JOB-1342,Full Stack Engineer,DoorDash,Food Delivery,1001-5000,United States,New York,Hybrid,Part-time,Senior Level,7,147000,USD,"SQL, React, JavaScript",178,2023-01-04,PhD,Engineering,3.9,Open,Software
JOB-1343,Operations Analyst,KPMG,Consulting,10001+,India,Mumbai,Hybrid,Full-time,Executive,19,2158000,INR,"Lean, Excel, SQL",10,2023-12-08,Master's,Operations,3.6,Open,Business
JOB-1344,Site Reliability Engineer,PwC,Consulting,10001+,United States,Chicago,Hybrid,Full-time,Senior Level,8,183000,USD,"Kubernetes, Monitoring, Python, Linux",204,2023-04-20,PhD,Engineering,4.1,Open,Software
JOB-1345,ML Engineer,Shopify,E-Commerce,5001-10000,Canada,Vancouver,Onsite,Contract,Mid Level,5,119000,CAD,"Python, TensorFlow, SQL, PyTorch",125,2024-06-30,Bachelor's,Engineering,4.3,Filled,Data
JOB-1346,Software Engineer,Amazon,E-Commerce,10001+,United States,Austin,Onsite,Full-time,Mid Level,5,157000,USD,"JavaScript, Python, SQL",377,2023-08-27,Bachelor's,Engineering,3.6,Open,Software
JOB-1347,Senior Product Manager,Visa,Fintech,10001+,United States,Chicago,Onsite,Full-time,Senior Level,7,227000,USD,"SQL, OKRs, Product Strategy",418,2023-03-07,Master's,Product,4.5,Open,Business
JOB-1348,ML Engineer,Apple,Technology,10001+,Ireland,Dublin,Remote,Full-time,Executive,15,162000,EUR,"PyTorch, MLOps, SQL, Python, Kubernetes, TensorFlow",136,2023-05-04,MBA,Engineering,4.2,Open,Data
JOB-1349,Senior Data Engineer,Pfizer,Healthcare,10001+,Netherlands,Amsterdam,Hybrid,Contract,Entry Level,1,111000,EUR,"Spark, dbt, Python, Airflow, AWS, Kafka",592,2023-10-18,Master's,Engineering,3.8,Closed,Data
JOB-1350,ML Engineer,LinkedIn,Technology,10001+,United States,Denver,Hybrid,Full-time,Director,8,190000,USD,"SQL, PyTorch, MLOps, TensorFlow",207,2023-04-01,Bachelor's,Engineering,4.0,Open,Data
JOB-1351,Business Intelligence Analyst,Pfizer,Healthcare,10001+,India,Hyderabad,Remote,Full-time,Director,11,2490000,INR,"SQL, DAX, Tableau",178,2023-02-24,PhD,Analytics,3.7,Closed,Data
JOB-1352,Senior Data Engineer,Mastercard,Fintech,10001+,United States,Washington DC,Remote,Full-time,Mid Level,4,177000,USD,"AWS, Python, Airflow, SQL",335,2023-02-14,Bachelor's,Engineering,4.0,Open,Data
JOB-1353,DevOps Engineer,Microsoft,Technology,10001+,Canada,Vancouver,Hybrid,Full-time,Senior Level,8,126000,CAD,"Kubernetes, Docker, AWS",190,2023-04-23,Master's,Engineering,4.3,Closed,Software
JOB-1354,Business Intelligence Analyst,EY,Consulting,10001+,India,Delhi,Hybrid,Internship,Entry Level,2,1826000,INR,"Excel, DAX, SQL",188,2023-07-18,Bachelor's,Analytics,3.9,Open,Data
JOB-1355,Marketing Analyst,Amazon,E-Commerce,10001+,India,Pune,Hybrid,Full-time,Mid Level,4,1743000,INR,"SQL, Excel, Tableau, Python, Google Analytics",225,2023-06-24,Master's,Marketing,3.9,Open,Business
JOB-1356,DevOps Engineer,Block,Fintech,1001-5000,United States,San Francisco,Onsite,Contract,Senior Level,6,155000,USD,"Terraform, AWS, Python, Docker",152,2023-06-02,Bachelor's,Engineering,4.2,Open,Software
JOB-1357,DevOps Engineer,Amazon,E-Commerce,10001+,United Kingdom,London,Hybrid,Full-time,Senior Level,5,129000,GBP,"AWS, Terraform, Python",261,2023-01-13,Master's,Engineering,4.1,Open,Software
JOB-1358,Business Intelligence Analyst,Workday,Software,5001-10000,Australia,Sydney,Remote,Contract,Mid Level,2,107000,AUD,"SQL, DAX, Power BI, Tableau, Excel",170,2024-02-20,Bachelor's,Analytics,4.1,Open,Data
JOB-1359,Data Scientist,Boeing,Aerospace,10001+,Australia,Sydney,Hybrid,Contract,Director,11,141000,AUD,"R, SQL, Python, Machine Learning, Statistics, TensorFlow",520,2023-02-26,Bachelor's,Data Science,4.1,Open,Data
JOB-1360,Backend Engineer,Adobe,Software,10001+,United States,Chicago,Remote,Full-time,Senior Level,5,160000,USD,"SQL, Redis, Python, Java, Node.js",262,2023-12-09,Master's,Engineering,4.2,Open,Software
JOB-1361,Operations Analyst,Lyft,Transportation,1001-5000,United Kingdom,Manchester,Hybrid,Full-time,Senior Level,7,69000,GBP,"Process Improvement, Lean, Excel",135,2024-05-28,Master's,Operations,4.0,Closed,Business
JOB-1362,Senior Product Manager,Morgan Stanley,Finance,10001+,United States,Seattle,Remote,Full-time,Mid Level,3,189000,USD,"Product Strategy, SQL, Agile, OKRs",319,2023-10-10,Bachelor's,Product,4.0,Open,Business
JOB-1363,Business Analyst,Block,Fintech,1001-5000,Canada,Toronto,Remote,Full-time,Director,15,87000,CAD,"Tableau, Requirements Gathering, Power BI",47,2023-10-26,MBA,Analytics,4.2,Closed,Business
JOB-1364,Software Engineer,Lockheed Martin,Aerospace,10001+,United States,Washington DC,Onsite,Full-time,Senior Level,7,135000,USD,"Git, JavaScript, AWS, Java, SQL, Python",239,2023-10-23,PhD,Engineering,4.2,Open,Software
JOB-1365,Senior Product Manager,Airbnb,Hospitality,1001-5000,United States,Chicago,Hybrid,Full-time,Senior Level,6,201000,USD,"OKRs, Leadership, Product Strategy",604,2023-05-10,Bachelor's,Product,4.5,Open,Business
JOB-1366,Software Engineer,Walmart,Retail,10001+,Canada,Toronto,Onsite,Full-time,Mid Level,2,111000,CAD,"Java, JavaScript, SQL, Git, Python",165,2024-04-14,Master's,Engineering,3.5,Filled,Software
JOB-1367,Marketing Analyst,Lockheed Martin,Aerospace,10001+,France,Paris,Remote,Full-time,Senior Level,8,75000,EUR,"Python, Excel, Tableau, SQL",380,2023-02-11,PhD,Marketing,4.1,Open,Business
JOB-1368,Business Intelligence Analyst,Ford,Automotive,10001+,Germany,Berlin,Hybrid,Full-time,Senior Level,6,95000,EUR,"Tableau, SQL, Power BI, Excel",260,2023-03-27,Bachelor's,Analytics,3.7,Closed,Data
JOB-1369,Backend Engineer,PayPal,Fintech,10001+,India,Hyderabad,Hybrid,Full-time,Mid Level,5,3154000,INR,"SQL, Node.js, Python, Redis",164,2023-12-26,Bachelor's,Engineering,4.1,Open,Software
JOB-1370,Full Stack Engineer,Slack,Software,1001-5000,United States,Boston,Onsite,Full-time,Senior Level,5,147000,USD,"SQL, Python, React, Node.js, AWS, JavaScript",103,2024-06-21,PhD,Engineering,4.9,Filled,Software
JOB-1371,Data Analyst,Netflix,Entertainment,1001-5000,United States,Los Angeles,Onsite,Full-time,Entry Level,1,70000,USD,"Statistics, Tableau, Excel, SQL, Python, Power BI",10,2023-11-06,Bachelor's,Analytics,4.4,Open,Data
JOB-1372,Data Analyst,Palantir,Technology,1001-5000,Germany,Munich,Hybrid,Full-time,Senior Level,8,69000,EUR,"Python, Tableau, Power BI",187,2023-07-03,Bachelor's,Analytics,3.6,Open,Data
JOB-1373,Analytics Engineer,Lyft,Transportation,1001-5000,Canada,Vancouver,Hybrid,Full-time,Mid Level,4,136000,CAD,"dbt, Python, Snowflake, SQL",21,2023-05-03,Master's,Engineering,3.8,Open,Data
JOB-1374,Product Manager,Airbnb,Hospitality,1001-5000,Australia,Sydney,Remote,Full-time,Entry Level,0,97000,AUD,"SQL, Agile, Analytics",112,2023-12-31,Bachelor's,Product,4.3,Open,Business
JOB-1375,ML Engineer,PayPal,Fintech,10001+,India,Bangalore,Onsite,Full-time,Director,12,3984000,INR,"Python, Kubernetes, TensorFlow, PyTorch",204,2023-12-27,Master's,Engineering,3.8,Open,Data
JOB-1376,DevOps Engineer,DoorDash,Food Delivery,1001-5000,Ireland,Dublin,Onsite,Full-time,Entry Level,2,106000,EUR,"CI/CD, Docker, Kubernetes, AWS, Python, Terraform",339,2024-06-28,Bachelor's,Engineering,3.5,Closed,Software
JOB-1377,Data Scientist,BlackRock,Finance,5001-10000,India,Hyderabad,Onsite,Full-time,Mid Level,4,2656000,INR,"Machine Learning, Python, TensorFlow",10,2024-06-19,Bachelor's,Data Science,4.4,Closed,Data
JOB-1378,Senior Data Scientist,Shopify,E-Commerce,5001-10000,United States,Boston,Onsite,Full-time,Mid Level,2,177000,USD,"Machine Learning, Statistics, PyTorch, SQL",255,2023-01-20,Bachelor's,Data Science,4.2,Open,Data
JOB-1379,Financial Analyst,Amazon,E-Commerce,10001+,United States,New York,Hybrid,Full-time,Entry Level,2,72000,USD,"Forecasting, Excel, Financial Modeling, Power BI, SQL",313,2023-07-30,Bachelor's,Finance,3.9,Closed,Business
JOB-1380,Data Engineer,Netflix,Entertainment,1001-5000,United Kingdom,Manchester,Onsite,Full-time,Senior Level,5,137000,GBP,"Airflow, SQL, AWS, Python, Kafka",265,2023-07-16,Bachelor's,Engineering,4.2,Closed,Data
JOB-1381,Senior Data Scientist,Slack,Software,1001-5000,Canada,Vancouver,Hybrid,Full-time,Entry Level,2,149000,CAD,"PyTorch, SQL, Deep Learning, Statistics",309,2024-01-24,Bachelor's,Data Science,4.5,Open,Data
JOB-1382,Full Stack Engineer,Adobe,Software,10001+,Netherlands,Amsterdam,Hybrid,Full-time,Mid Level,4,123000,EUR,"Node.js, React, SQL",379,2023-04-29,Master's,Engineering,4.3,Closed,Software
JOB-1383,Site Reliability Engineer,Palantir,Technology,1001-5000,Ireland,Dublin,Hybrid,Full-time,Senior Level,7,129000,EUR,"AWS, Monitoring, Kubernetes, Linux",424,2023-04-18,Bachelor's,Engineering,3.7,Closed,Software
JOB-1384,Backend Engineer,Uber,Transportation,5001-10000,India,Hyderabad,Onsite,Full-time,Executive,17,3486000,INR,"AWS, Redis, Python, Node.js, SQL, Java",335,2023-08-27,MBA,Engineering,3.7,Open,Software
JOB-1385,Business Analyst,Lyft,Transportation,1001-5000,United Kingdom,London,Remote,Part-time,Mid Level,3,88000,GBP,"Tableau, Requirements Gathering, Power BI, Excel",338,2024-05-24,Bachelor's,Analytics,3.9,Open,Business
JOB-1386,DevOps Engineer,Apple,Technology,10001+,United States,Boston,Onsite,Full-time,Mid Level,2,167000,USD,"Docker, AWS, CI/CD",153,2024-05-19,Master's,Engineering,4.1,Closed,Software
JOB-1387,Analytics Engineer,PayPal,Fintech,10001+,India,Mumbai,Onsite,Full-time,Mid Level,5,3320000,INR,"Python, dbt, Snowflake, SQL, Looker",341,2023-11-07,Master's,Engineering,4.0,Open,Data
JOB-1388,Backend Engineer,Zoom,Software,1001-5000,Canada,Toronto,Onsite,Full-time,Director,8,135000,CAD,"Python, Redis, SQL, Node.js, Java, AWS",10,2023-12-28,MBA,Engineering,4.0,Open,Software
JOB-1389,Data Engineer,Amazon,E-Commerce,10001+,India,Mumbai,Remote,Full-time,Entry Level,1,3320000,INR,"SQL, Airflow, Python, AWS, Spark",206,2023-09-08,Master's,Engineering,3.8,Open,Data
JOB-1390,Data Architect,Apple,Technology,10001+,Canada,Toronto,Remote,Full-time,Mid Level,5,181000,CAD,"AWS, Spark, SQL",90,2024-03-07,Master's,Engineering,4.4,Open,Data
JOB-1391,Product Manager,EY,Consulting,10001+,Australia,Sydney,Hybrid,Full-time,Senior Level,7,144000,AUD,"Agile, Product Strategy, SQL, Roadmapping",333,2023-06-20,PhD,Product,3.5,Open,Business
JOB-1392,Data Scientist,Boeing,Aerospace,10001+,Canada,Vancouver,Hybrid,Full-time,Mid Level,3,127000,CAD,"SQL, R, Python, Machine Learning",480,2023-04-08,Master's,Data Science,3.8,Open,Data
JOB-1393,ML Engineer,JPMorgan Chase,Finance,10001+,United States,Los Angeles,Onsite,Full-time,Mid Level,4,178000,USD,"Python, PyTorch, Kubernetes, TensorFlow, MLOps",10,2023-07-04,Bachelor's,Engineering,4.2,Open,Data
JOB-1394,DevOps Engineer,UnitedHealth Group,Healthcare,10001+,Canada,Toronto,Hybrid,Full-time,Senior Level,8,159000,CAD,"Python, AWS, CI/CD, Terraform",242,2023-07-25,Master's,Engineering,3.6,Open,Software
JOB-1395,Frontend Engineer,JPMorgan Chase,Finance,10001+,Ireland,Dublin,Remote,Full-time,Mid Level,3,97000,EUR,"JavaScript, React, CSS, TypeScript",126,2023-04-27,Master's,Engineering,4.0,Closed,Software
JOB-1396,DevOps Engineer,BlackRock,Finance,5001-10000,United States,San Francisco,Onsite,Full-time,Mid Level,4,162000,USD,"AWS, Kubernetes, Docker, Terraform, Python, CI/CD",381,2024-05-12,Master's,Engineering,4.5,On Hold,Software
JOB-1397,Data Architect,Tesla,Automotive,10001+,India,Mumbai,Hybrid,Contract,Director,10,4482000,INR,"Azure, AWS, SQL",90,2023-05-04,MBA,Engineering,3.4,On Hold,Data
JOB-1398,DevOps Engineer,HubSpot,Software,1001-5000,Netherlands,Amsterdam,Onsite,Full-time,Senior Level,7,145000,EUR,"Docker, Terraform, Kubernetes",228,2023-08-30,Master's,Engineering,4.1,Open,Software
JOB-1399,Full Stack Engineer,Atlassian,Software,5001-10000,India,Bangalore,Hybrid,Full-time,Mid Level,5,3735000,INR,"Python, Node.js, JavaScript, React, AWS, SQL",550,2023-05-29,Bachelor's,Engineering,4.3,Closed,Software
JOB-1400,Senior Product Manager,Lockheed Martin,Aerospace,10001+,Canada,Toronto,Onsite,Full-time,Mid Level,4,204000,CAD,"Product Strategy, SQL, Agile",176,2023-08-31,Master's,Product,3.8,On Hold,Business
JOB-1401,Data Architect,HubSpot,Software,1001-5000,Japan,Tokyo,Onsite,Full-time,Director,15,24090000,JPY,"Spark, AWS, Python",435,2024-02-21,PhD,Engineering,4.3,Open,Data
JOB-1402,Operations Analyst,Visa,Fintech,10001+,Australia,Sydney,Hybrid,Full-time,Mid Level,2,75000,AUD,"Process Improvement, Power BI, SQL, Lean",29,2023-12-01,Bachelor's,Operations,4.1,Open,Business
JOB-1403,Full Stack Engineer,Boeing,Aerospace,10001+,United States,Washington DC,Onsite,Full-time,Mid Level,2,128000,USD,"JavaScript, SQL, React, Python",250,2023-05-14,Master's,Engineering,4.2,Closed,Software
JOB-1404,DevOps Engineer,Morgan Stanley,Finance,10001+,United States,Los Angeles,Remote,Full-time,Entry Level,1,119000,USD,"CI/CD, Docker, Python, Terraform",507,2023-08-18,Master's,Engineering,3.7,Open,Software
JOB-1405,Business Intelligence Analyst,Boeing,Aerospace,10001+,Australia,Sydney,Onsite,Full-time,Director,8,93000,AUD,"Excel, Power BI, DAX",144,2023-04-02,Bachelor's,Analytics,4.0,Open,Data
JOB-1406,Cloud Engineer,Zoom,Software,1001-5000,Japan,Tokyo,Hybrid,Internship,Senior Level,7,17710000,JPY,"Terraform, Python, AWS, Kubernetes, GCP, Azure",170,2023-07-31,Master's,Engineering,4.0,Open,Software
